nama pengguna,komentar
Astuti-rm6gl,"Konsep pembelajaran yang berorientasi pada kebutuhan peserta didik.peserta didik sebagai subjek utama untuk mengembangkan kompetensi dan kreativitas agar lebih mandiri,kreatif dan inovatif."
suryantis.ag.8235,Kurikulum merdeka bertujuan untuk konsep yg berpusat pada peserta didik supaya aktif dan inspiratif
arikutomo4403,"Di dalam kurmer, pembelajaran tidak hanya berpusat kepada guru yang menjelaskan. Namun, siswa ikut andil dalam pembelajaran sehingga siswa bisa berkembang dengan di dampingi guru sebagai fasilitator. Tentunya dengan pembelajaran yang menyenangkan dan contextual seperti yang di jelaskan dalam video. Agar generasi penerus bisa mandiri."
mudhorini3910,Kurikulum Merdeka  adalah perubahan menuju pembelajaran yang lebih mandiri dan berpusat pada peserta didik dan menjadikan pembelajaran yg lbh menyenangkan.
sitimuntaqomah7391,Kurikulum merdeka adalah kurikulum dengan pembelajran intrakurikuler yang beragam dimana konten akan lebih optimal agar peserta didik memiliki waktu untuk mendalami konsep dan menguatkan kompetensi
titikumiati-sq4wf,"Kurikulum Merdeka adalah kurikulum baru yang berfokus pada pendekatan berpusat pada peserta didik dengan tujuan menghasilkan generasi mandiri, kreatif, dan inovatif. Konsep pembelajaran dalam kurikulum Merdeka mengutamakan pengalaman belajar yang menyenangkan, kreativitas dan inovasi, pembelajaran yang kontekstual, dan inklusif. Kurikulum ini diharapkan dapat memperbaiki sistem pendidikan Indonesia dan menghasilkan generasi yang lebih berkualitas."
lindasihombing2121,Tujuan kurikulum merdeka adalah untuk memperbaiki pendidikan mengedepankan nilai nilai kearifan lokal budaya mereka belajar
khusnihita734,"Konsep merdeka belajar merupakan suatu kebijakan terbaru dalam dunia pendidikan di Indonesia. Konsep ini disesuaikan dengan minat, bakat dan kebutuhan peserta didik."
user-tb8lu6ft4z,Kurikulum merdeka merupakan kurikulum terobosan yang bisa menjadikan siswa menjadi pribadi yang militan sehingga punya kompetensi yang siap menghadapi tantangan abad 21
Dasmawistiiwis-pj3zh,Kurikulum merdeka merupakan kurikulum baru yang mempunyai konsep pendekatan peserta didik dapat mengembangkan diri
jayusmat1277,"Kurikulum merdeka bertujuan memperbaiki kualitas pendidikan di Indonesia dg mengedepankan nilai -nilai ke Indonesiaan dan kearifan lokal, serta berpusat pada siswa dg menciptakan peserta didik yg kreatif, mandiri, inovatif"
akbarmubarok7738,Salah satu konsep pembelajaran kurikulum merdeka adalah 1. Berpusat pada peserta didik 2. Pembelajaran menyenangkan 3. Meningkatkan kreativitas 4. Kontekstual
topikmisterius4876,"Konsep kurikulum merdwka terdiri dari: berpusat pada peserta didik, pengalaman belajar yng menyenangkan, mengembangkan kreativitas dan inovasi, pembelajaran yang kontekstual dan pembelajaran inklusig"
anigeno,Konsep merdeka belajar yang berpusat pada siswa yang akan diperbaiki kearifan lokal .peserta didik diberikan ruang untuk mengembangkan kreatifitas yang inovatif
askiaandaulia9077,Untuk menghasilkan generasi yg kreatif
wiwinprihastanti2931,Konsep pembelajaran pada kurikulum merdeka berpusat pada kebutuhan peserta didik agar nantinya bisa menghasilkan generasi yang berkualitas dan mampu menghadapi tantangan
footballpreview9058,"Kurikulum merdeka bertujuan untuk memperbaiki sistem pendidikan di Indonesia dengan mengedepankan nilai-nilai keindonesiaan dan kearifan lokal. Konsep pembelajaran pada kurikulum merdeka adalah konsep yang berpusat atau berfokus pada peserta didik. Peserta didik dijadikan subjek utama dalam proses pembelajaran. Dalam prosesnya, peserta didik diberikan ruang untuk mengembangkan kemampuan diri dan kreativitasnya. Dalam hal ini guru berperan sebagai fasilitator atau pendamping siswa pada proses pembelajaran."
nisanisarmawanti3656,"Konsep pembelajaran kurikulum merdeka mengacu pada pembelajaran berpusat pada murid, pengalaman belajar yang menyenangkan, mengembangkan kreativitas dan inovasi, pembelajaran yang kontekstual, pembelajaran yang inklusif."
dedyarwanoe5718,"Menurut saya sebagai guru di Sd, tujuan kurikulum merdeka ini adalah untuk memperbaiki sistem pendidikan di Indonesia dengan mengedepankan nilai-nilai keIndonesiaan dan kearifan lokal. Dan meningkatkan kreativitas peserta didik"
ekaarimbawa4717,"Kurikulum Merdeka merupakan Kurikulum pendidikan yang dirancang mengedepankan nilai-nilai Pancasila dengan konsep berpusat pada peserta didik, pengalaman belajar yang menyenangkan, pengembangan kreativitas dan inovasi, pembelajaran yang kontekstual dan iknkusif."
lailatulmagfiroh4879,"Konsep kurikulum merdeka adalah pembelajaran yang berpusat pada peserta didik agar dapat mengembangkan diri dan kreativitas, pengalaman belajar yang menyenangkan untuk peserta didik, pembelajaran yang kontekstual sesuai kehidupan nyata, pembelajaran yang inklusif untuk semua peserta, didik yg berbeda beda,"
novitadwisusanti7861,Monsep pembelajaran pada kurikulum merdeka berpusat pada kebutuhan siswa (student oriented). Guru sebagai fasilitator bagi peserta didik.
sitihartiyah2133,Salah satu konsep dl kurikulum belajar adalah peserta didik sebagai subyek maka de itu pembelajaran tdk hrs fi dlm kelas tapi bisa diw luar kelas
fitriekasari1052,Konsep kurikulum merdeka menjadikan peserta didik peserta didik yang kreatif dan inovatif.
dwianasakti7138,"Konsep  Kurikulum Merdeka adalah berpusat pada peserta didik, pengalaman belajar yang menyenangkan, mengembangkan kreativitas dan inovasi, pembelajaran yang kontekstual dan pembelajaran yang inklusif"
syafriantiajja880,"Konsep pembelajaran pada kurikulum merdeka mengacu pada pendekatan yang berpusat pada peserta didik.Artinya peserta didik dijadikan subjek utama dalam proses pembelajaran, peserta didik tidak hanya diberikan pengetahuan dan keterampilan tetapi juga diberikan ruang untuk mengembangkan kemampuan diri dan kreativitasnya."
sudarmini524,Kurikulum merdeka yang bersumber pada peserta didik sebagai objek.pembelajaran yang menyenangkan karena belajar nya dapat dilakukan di dalam dan diluar kelas
user-zu6rj3qh9w,"Kurikulum Merdeka adalah kurikulum dengan pembelajaran intrakurikuler yang beragam di mana konten akan lebih optimal agar peserta didik memiliki cukup waktu untuk mendalami konsep dan menguatkan kompetensi. Konsep pembelajaran kurikulum merdeka mengacu pada pendekatan yang berpusat pada peserta didik. Artinya peserta didik dijadikan subyek utama dalam proses pembelajaran, peserta didik tidak hanya di berikan pengetahuan dan ketrampilan tetapi juga diberikan ruang untuk mengembangkan kemampuan diri dan kreativitasnya."
niwayantirtawati6462,"Kurikulum merdeka merupakan salah satu terobosan baru dari pemerintah yang bertujuan untuk memperbaiki sistem pendidikan di Indonesia. Dalam penerapan kurikulum merdeka ini peserta didik diberikan kebebasan untuk mengembangkan kreativitas serta kemampuan diri sesuai dengan hal yang diminatinya. Dengan diberikan keleluasaan dalam mengembangkan kreativitasnya, tentunya lingkungan belajar akan menjadi semakin menyenangkan bagi peserta didik."
sufrianispdi,"salah satu konsep penting dalam kurikulum merdeka adalah konsep pembelajaran. konsep pembelajaran dalam kurikulum merdeka mengacu pada pendekatan yang berpusat pada peserta didik. Artinya peserta didik dijadikan subyek utama dalam proses pembelajaran, peserta didik tidak hanya di berikan pengetahuan dan ketrampilan tetapi juga diberikan ruang untuk mengembangkan kemampuan diri dan kreativitasnya. Konsep pembelajaran kurikulum merdeka ini bertujuan untuk menghasilkan generasi yang lebih mandiri, kreatif, dan inovatif.
1"
trinurlaeli8171,"Konsep kurikulum merdeka peserta didik  menjadi subyek yg kreatif dan inovatif , pembelajaran ini di dalam kelas jg diluar kelas"
afridahanum2100,"Konsep merdeka belajar adalah kbijakan terkini di dunia pendidikan di Indonesia. Konsep ini berfokus pada materi yg fleksibel dan esensial sesuai minat bakat masing-masing peserta didik. Tujuan utama konsep ini agar peserta didik dapat lebih mandiri, kreatif dan inovatif."
indriirawati1617,"konsep merdeka belajar dalam dunia Pendidikan Sekarang berfokus pada materi yang esensial dan fleksibel sesuai dengan minat, bakat pada peserta didik"
ismaakrez5276,"Tujuan kurikulum merdeka ininadalah memperbaiki sistem pendidikan di indonesia dengan mengedepankan nilai nilai keindonesiaan dan kearifan lokal. Konsep merdeka belajar merupakan kebijakan baru dalam pendidikan nasional , konsepini berokus pada materi yang ensesial ,fleksibel seduai dengan minat, bakat dan kebutuhan dari masing masing karakteristik siswa."
rikioktaviandri458,"Menurut saya, konsep merdeka belajar merupakan kebijakan terbaru dalam dunia Pendidikan saat ini . Konsep ini berfokus pada materi yang esensial dan fleksibel sesuai dengan minat, bakat, dan kebutuhan dari masing-masing karakteristik siswa. Dan sangat mengedepankan kebutuhan masing-masing siswa sesuai karakter dan ini sangat membantu siswa karena semua siswa terlayani sesuai dengan kebutuhannya"
cycynelda5943,"Kurikulum merdeka sangat bagus untuk pendidikan kedepannya,dan untuk menghasilkan siswa yg lebih inopatif."
puryatisdnkuwurejo9460,"Kurikulum merdeka merupakan loncatan pendidikan yang luar biasa , dengan memberikan kebebasan siswa melakukan apa yang disukai (passion) nya yang memungkinkan siswa dapat mengembangkan apa yang menjadi bakat atau talenta sehingga bisa mengekplor diri . mudah mudahan kami guru gurunya bisa menjalankan amanah anak anak ini agar mempunyai bakatnya maksimal bisa di tumbuh kembangkan"
muhammadhipni5861,Konsep pembelajaran Kurikulum Merdeka berpusat pada peserta didik
ahadianlatif8325,"Resume :
Konsep Pembelajaran :
1. Berpusat pada Siswa
2. Pengalaman Belajar yang menyenangkan
3. Kreative dan Inovatif
4. Contextual
5. Pembelajaran Inklusif"
hilda3349,Konsep kurikulum merdeka lbh berfokus pada keaktifan belajar siswa
anggadwiputra-dd3uw,"Kurikulum merdeka merupakan konsep pembelajaran yang berpusat pada peserta didik sebagai subjek utama untuk mengembangkan kompetensi dan kreatifitas agar lebih mandiri,kreatif,dan inovatif"
muhyanzailani6917,"Kurikulum merdeka baik untuk saat dan merupakan loncatan pendidikan yang luar biasa , dengan memberikan kebebasan siswa melakukan apa yang disukai (passion) nya yang memungkinkan siswa dapat mengembangkan apa yang menjadi bakat atau talenta sehingga bisa mengekplor diri . mudah mudahan kami guru gurunya bisa menjalankan amanah anak anak ini agar mempunyai bakatnya maksimal bisa di tumbuh kembangkan"
AbdulHamid-nw1jl,"Konsep kurikulum merdeka ada 5, yakni pendidikan berpusat pada peserta didik, pengalaman belajar yg menyenangkan, mengembang kreatifitas dan inofatif, pembelajaran contextual, pembelajaran inklusif."
dayuewick1102,"Kurikulum merdeka merupakan  konsep pembelajaran yang berpusat pd peserta didik. Berikut  konsep yang diterapkan dalam IKM al :  1. pembelajaran yang berpusat pada peserta didik, 2.  pengalaman belajar yang menyenangkan 3. Mengembangkan kreatifitas dan inovasi 4. Pembelajaran yg kontekstual 5. Pembelajaran yg inklusif"
agneslisdian7986,"Konsep pembelajaran dalam kurikulum merdeka berpusat pada peserta didik, kontekstual, dan menyenangkan"
dianeriyany1545,"Ketika PD dilatih untuk menjadi lebih mandiri, kreatif, dan dapat mengembangkan kemampuannya. Semoga guru dapat benar benar memahami konsep kurikulum merdeka"
mariayasintaboa5697,Tujuan kurikulum merdeka adalah untuk memperbaiki sistem pendidikan di Indonesia dengan mengedepankan nilai nilai keindonesiaan dab kearifan lokal dengan konsep pembelajaran yang mengacu pada peserta didik
tutikurnia1769,"Kuikulum merdeka merupakan konsep kurikulum yang berpusat pada peserta didik, guru sebagai pasilitator. Pesrta di beri ruang yang sagat besar untuk mengembangkan kreativitas dan inovatif."
ernesajja1925,"Menurut saya, kurikulum merdeka berpusat kepada pesera didik,bertujuan menghasilkan generasi yg mandiri, kreatif dan inovatif."
PatrisiusMartinus,"Konsep paling penting dalam kurikulum merdeka adalah pembelajaran yang berpusat pada peserta didik. Peserta didik diberi ruang untuk mengembangkan kemampuan diri dan kreativitasnya demi tercapainya peserta didik yang kreatif , inovattif dan mandiri"
ivesefa4990,Kurikulum merdeka adalah kurikulum yang memperbaiki sistem pembelajaran...yang mengedepankan nilai nilai keberadaan dan kearifan lokal
faridahasan666,"Konsep pembelajaran dalam kurikulum merdeka adalah pembelajaran yang berpusat pada peserta didik, guru sebagai fasilitator bagi peserta didik untuk berkembang melalui pengalaman belajar yang menyenangkan, mengembangkan kreativitas dan inovasi, pembelajaran kontekstual, dan inklusif."
beefreee_AO,"salah satu konsep penting dalam kurikulum merdeka adalah konsep pembelajaran, konsep pembelajaran dalam kurikulum merdeka mengacu pada pendekatan yg berpusat pada peserta didik"
dwiutami-ju3jp,"Konsep pembelajaran kurikulum merdeka
Pendidikan berpusat pada peserta didik, pengalaman belajar yg menyenangkan,mengembangkan kreativitas dan inovasi,pembelajaran contextual,,pembelajaran inklusif"
syamsrijaya3654,"Konsep pembelajaran dalam kurikulum merdeka berpusat pada siswa, guru sebagai fasilitator,"
tavipriyadi738,"Kurikulum merdeka terdiri : berpusat pd peserta didik, pengalaman belajar yg menyenangkan, mengembangkan kreatifitas dan inovasi,pembeljaran kontekstual dan inklusif"
kasnos.pd.i8394,Kurikulum merdeka sebuah ikhtiar pemerintah yang sangat luar biasa dalam dunia pendidikan untuk menempatkan manusia pada fitrahnya sebagai manusia
lisanatisuhariyanto2035,"Beberapa prinsip dalam konsep pembelajaran kurikulum merdeka.
1. Pendidikan berpusat pada peserta didik
2. Pengalaman Belajar yang menyenangkan
3. Mengembangkan kreativitas dan inovasi
4. Pembelajaran kontekstual
5. Pembelajaran inklusif"
tejosukmono1277,"Kurikulum merdeka sebagai pengganti sistem pendidikan yg ada selama ini.
Kerikulum merdeka di cetuskan oleh menteri Kemendikbud ristek Indonesia.
Konsep pembelajaran kurikulum merdeka adalah
1. Pendidikan berpusat pada peserta didik
2. Pengalaman belajar yang menyenangkan
3. Mengembangkan kreatifitas dan inovasi
4. Pembelajaran yang contextual
Pembelajaran yang inklusif"
kamalmansur5352,Kurikulum merdeka bertujuan untuk mengembangkan kreatifitas pembelajaran yg berpusat pada peserta didik ini merupakan aplikasi dari tutwuri handayani pd masa sekarang ini
niniekwidiarochmawati6380,Konsep kurikulum yg bertujuan utk memperbaiki sistem pendidikan di Indonesia yg mengedepakan pendidikan yg berpusat pada siswa
alexanderriantho3330,Saya Guru di Di SMP mengajar kan Mata Pelajaran PKN menurut saya Kurikulum merdeka ini sangat baik dan bagus di terapkan untuk memperbaiki Sistem Pendidikan di Indonesia dan mengedepankan Nilai-nilai Moral di Indonesia
miawati8675,"Materi dan pemateri sangat bagus, bahwa anak didik heterogen, tapi kita mengajar tdk harus dengan menyesuaikan mereka, tapi sesuai sikon"
bunurulazizah,"Menurut pendapat pribadi kurikulum merdeka ini adalah rancangan kurikulum yang menyesuaikan dengan perkembangan zaman saat ini. 
Pembelajaran yang berpusat pada siswa serta tidak terpaku hanya pada satu tujuan saja, namun banyak tujuan sesuai dengan keinginan siswa. 
Jika kita benar-benar menerapkan kurikulum merdeka ini dengan maksimal, indonesia akan melahirkan generasi-generasi hebat yang akan membuat bangsa ini lebih maju tentunya dengan passion mereka masing-masing."
HarRiya-ko7ft,"Kurikulum merdeka memberikan kesempatan kepada siswa untuk mengembangkan potensi diri,serta memperoleh pengalaman belajar yang menyenangkan sehingga minat dan motivasi siswa terus meningkat.Dalam kurikulum merdeka,siswa merupakan subyek dalam pembelajaran."
diyahningsusilawati6275,"Konsep kurikulum merdeka mengacu pada pendekatan berpusat pada peserta didik untuk menghasilkan generasi yang mandiri, kreatif dan inovatif"
yulianipurwaningrum5602,"Konsep Kurikulum merdeka adalah konsep pembelajaran,yg berpusat pada peserta didik .
Kurikulum merdeka bertujuan utk Menghasilkan peserta didik yang aktif, kreatif dan mandiri"
hamidaana4875,Kurikulum merdeka baik di gunakan saat ini
diyahnovianti1352,"Konsep Kurikulum merdeka ini adalah menjadikan peserta didik sebagai subjek utama untuk mengembangkan kemampuan diri dan kreatifitasnya 
Kurikulum Merdeka adalah Kurikulum yg mengedepankan nilai - nilai Pancasila dan berpusat pada peserta didik."
